id,name,description,price,originalPrice,images,category,subcategory,brand,colors,sizes,inStock,rating,reviews,tags,createdAt,updatedAt
hf_12369,"Reid & Taylor Men Check Purple Shirts","Comfortable and trendy shirts featuring purple color, ideal for formal activities.",57.53,67,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/15/image/image.jpg?Expires=1758108426&Signature=tFLC8dHqwlD3~QLSZ2POXkJHpiVmN0O88AEX3WMRU5b8ux8BCto3bgtBwqUfm1f~1Rn~I953oAjCAAXb80zILxKeij6eBggszixmEZU7FGpLUYoDy4AJmnzsL2kyoD3yGhfNzD96PAKV2q7-TfyP~WgI2ZnO97pDrxXDP1lb8PYYKFoFJDbcv5JzS6CdGGkaU7de~yY6AtPspySMmhBlxgMNxNgC0GAzSYklPYTIwfP2fDbiReRM5aVoIgCT4xOriPD8-F75CA-bwgCvh1-wY0d3TnkjXVi6u7dbjS3I9vfvCKKSH3bss50Tp03CzLnz6xpPFosTspQMOH9AQNxoKg__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"Purple","XS;S;M;L;XL",true,3.3,59,"men;apparel;topwear;shirts;purple;fall;formal",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_29928,"Police Men Black Dial Watch PL12889JVSB","Premium black watches designed for casual occasions during winter.",114.59,174,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/16/image/image.jpg?Expires=1758108427&Signature=x9nFuTyBoshafzQo9q0B94AWdKD8Q6v5OcYop7o9QWYU7NeqmxZt2rLEjzxvsJFvH3hIj527ai7rmu4c-avdw5igom19213oSH~pz8bJhaRw88Fc2ZF7hyeRJ7cC-oUoV0QBuxDIHB9XSuCT3IGC~NAxakUxhDumqXfQLanmOBU5Zi9LzN-wUn775Hpf9mXDX8hP8ZFKdgo6p3oNlzfsghGPEWzvaqTJHccLIdql8G17Huhc0TzfVESxaiSWyhBsTPUWeLEtRisNuLvDjuY4D5D9dBxGEjSCo-DK9T79v~zUv3WoDGJO-crCk4Rvz594RkfWs1LZJtloyxYGUCTmfg__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Watches,Fashion Brand,"Black","One Size",true,3.5,10,"men;accessories;watches;black;winter;casual",2015-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_17429,"CASIO G-Shock Men Black Digital Watch G-7710-1DR G223","Comfortable and trendy watches featuring black color, ideal for casual activities.",147,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/20/image/image.jpg?Expires=1758108427&Signature=sdN4KgzlBhtipYqsxozcHzasPwVUDBJCG~~xGxG~RCycVDGl8vWNVdzUZM-QoBYsfSGpMenvJBEGQVwIMBpYItOF7q1on8k7WAjLTLS490fvuIEfVOuRNHNpo8ftxpSpslASWngxJnDuf-plWf52uPkfD5HytLMuHi7E2~PySoxzTlGTnf4Lc4iAazXUahzS~hzOU2ij95QpD~40czYVkikwV42wNa661YKWqVEEM2zFetGuHXjStcKYxcwHS7~kwb60Fn~t-J4EyFM50pPK554SaI0aM8pN0J56uNXg7gqyU-CNv563tx9fcamwKfDgwOceAaqRKxCNeNmgV9~k6w__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Watches,Fashion Brand,"Black","One Size",true,4.7,73,"men;accessories;watches;black;winter;casual",2015-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_12967,"ADIDAS Men Spry M Black Sandals","Premium black sandals designed for casual occasions during fall.",27,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/21/image/image.jpg?Expires=1758108427&Signature=wA8OXOOgC1za2UC9LL4iwSJfnX5kMifvzPldAEjsFomZuSJEa27KzuUfJOFfI4LyUCJAC40mL0bJO0m15f1eMIcL~1BWfn85LVcaS5qiRMPxDD~B7iIpF2t~w3EN~GJVva9jyVAzTNDdDa5OTLHi4Uwtjl1okynVpuwJ0lRGs02KlNOG6ZCNuzifrQW-kwLmTER8Yo484iq5OtAbqX~dZPY~YcAcNMfNvnxElwlz9BKdXF2Ypoc-ED-1ETM8P7SdBcjp4b4JOTaJiTO1tz900YinYudqTo~Ryn5g46GG7hxf5Us9g5aT9cYfrVA3AzTqwiv~jgWHMYNjP-H02N1sQw__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Sandal,Adidas,"Black","7;8;9;10;11;12",true,3.5,175,"men;footwear;sandal;sandals;black;fall;casual",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_13089,"ADIDAS Men Lfc Auth Hood Grey Sweatshirts","Comfortable and trendy sweatshirts featuring grey color, ideal for sports activities.",42.07,62,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/23/image/image.jpg?Expires=1758108427&Signature=fmcL4ymBrYjJ70T0cscjtLk5Y0LWqjRfqMze~8MpaJpPi89RoxYz76K2PGhekMfVMsvsktwYmPf8Q-Ou7PLH-fT1BFyn~ilOYdDoPvBUuQavUz3hc3fRac73DrXD3FtRkkwZO68VvWvnfQmaSEbqJS4G1D59IC9An0C-6LJP1H535C2GGamj7xAhn~stS-bsq48-qBoX0ssNZt2dIKoXNxeiQIMSUCebqN5wYPMpBFO1KMpM90105IErCqScf-TcaA0clGePg5Duk3hhFab-JY8raiNZOFbIyZQ1Fy2IoGIBrmZxnerHKmlhuBaQVGvclv8-0H67B8wgLu50YCNBlQ__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Adidas,"Grey","XS;S;M;L;XL",true,4.4,155,"men;apparel;topwear;sweatshirts;grey;fall;sports",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_18461,"David Beckham Signature Men Deos","Stylish deodorant in white perfect for spring casual wear.",49,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/24/image/image.jpg?Expires=1758108427&Signature=wvwJpTo23ZZf1zgKxLMcMl~VzARUDFsBGIonCbzW7cUvfPsJfPxLW3ywKU1QB2Yo05TAh5WWHDLUvyVzF7gTYm~PbOP54mevZ6uiUtv66ZewKgp58TD-Bc3Rc3oSkBBlXqmt85PaHlc16L4j6X2--SE7FkzmuePwP7pSvGo4e8dT6zr5XjG5~lCpkoMDZ79QtdmFCwTFpAGW74W9vdHxivuVqcKNxWe3y-RDhxzIWBmWqcpRSyW~Wh007yjZ3caMMYuPa1B-YJAumLS6KZ3YTef1XTUTaX6XlAUYzHym39nbpER-BNfh1jY2Kc328PdEPBkthWVLNHbuY0UW-BlZ8Q__&Key-Pair-Id=K3EI6M078Z3AC3",Beauty,Fragrance,Fashion Brand,"White","XS;S;M;L;XL",true,4.4,37,"men;personal care;fragrance;deodorant;white;spring;casual",2016-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_9036,"Buckaroo Men Flores Black Formal Shoes","Premium black formal shoes designed for formal occasions during winter.",14.42,21,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/25/image/image.jpg?Expires=1758108427&Signature=fJ5QsHVUNkU7VdUdPTUaXBjipyDy9WuYjCW34gbXHd1TS0t2fzf4S4W2G9WjsFzN7cx~O4FrmmWberlBk6P3yWKYhG5mq9mVLfLBYS0I6AnVQVKKe7Ko1NMeSJG1PbeGuIyQ5vI2fTA75qNVPnmqVivqKuEQ0-FheAVIlLcM2mywVj~A-~COuXcPkT8KmkHQqyY0~cL2h4B7L2CbkjmK6L6TO~ZNNChZbxjMUfuuPQgBnySsnfv1rBOyQ-JuFw3TyawCI6eCVkV-p5UK0kWk1Vq5nbDjMshnLrQi~~WXD7pJqePPAAVFrTLbqN~GFNxVZI4MDwSZoLQ6I9J08Nyuzw__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Shoes,Fashion Brand,"Black","7;8;9;10;11;12",true,4.3,104,"men;footwear;shoes;formal shoes;black;winter;formal",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_7990,"Fila Men's Round Neck Navy Blue T-shirt","Stylish tshirts in navy blue perfect for fall sports wear.",19.1,30,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/27/image/image.jpg?Expires=1758108427&Signature=SWrJRRLbuTzvzo16-w~Qo-H2IVEvgdyfpq9BYcezkU0K69-pA5ml2e-KJ1zQ9PWTspjVBxc~q0xZPkP0RprTV~ITSko0rKyoldwmJilkp~qX5CK7QAJ33zpMOEt7UmxvzbBIUD-Z-t2wXVZ~dBbwz7byx9fXgD1vIYGGHj4ebCBHQu09XZDW8WLNxC52X0OzPAuJ2Y3T2XAKU3NLaaZhgn1V3Uylmh0OkNLj6vyElvMh8dPQ14309Xg3ZDMag8soQMRerFw5XEEkcLubuFiDAtcUP~tYNH8ESQnT-gWcAWBD7flmr-D9Kw0rwTHd1ifSU044qd7cCPxEklhynmjLjw__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"Navy Blue","XS;S;M;L;XL",true,4.7,134,"men;apparel;topwear;tshirts;navy-blue;fall;sports",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_37812,"John Players Men Navy Blue Shirt","Comfortable and trendy shirts featuring navy blue color, ideal for formal activities.",31.76,41,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/30/image/image.jpg?Expires=1758108427&Signature=K6SauCXiWsJsF5DJjzJLzcAgJ4FZoW8L-dRWW1QLkeWGaoSL5PAas-4czA5~qWRA7HclgPIZgt8OjYxO0R9eopkkpK9Zbf~~z7EKNd6tv9IMM2l9TJD4ujrWMMlqqprPNxU4mD7FCfbYwZ98n3O4e5np82-Z668mKjfruGAPeK4w2WVSZMhkAvUMH5TuSVv~zZENXFj8ut2z0A5yGlUHXEfYgt1tUCy8YibWJO2ZERw2-xTPzIpGzVEzZt9fLyPeuBIlwDWcdElVU6l-qBuggBTlny20wwRwonlt~ZdrgYWuscSGu7vyiTqnX3VE~eDIWRT8OVsj4smK9ZFwxnd9Fg__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"Navy Blue","XS;S;M;L;XL",true,3.7,34,"men;apparel;topwear;shirts;navy-blue;summer;formal",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_56825,"John Players Men Brown Shirt","Stylish shirts in brown perfect for summer casual wear.",51,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/32/image/image.jpg?Expires=1758108427&Signature=iP2kr2ssY8DJzwdXKic0~tP8n9yufeijykNJvrS2ubf6jdlNnMpBy1xzE7CHp5FQ3SlriC942szkvpfnYw5JZtry05mEXN68vmn-TbF8ZDYgy41exeCjt~y67h8U8EUbFYiFdgvruB37GScpCUpqQzCLXsY9MTlawyus4uBHPX2t6Tdl6dkq-aHM1grlFaRlviEOBEw1OybVCoM2A8VwrE22RQKcCp65Q8GLHLOsxM5UXGegk8ZXhjhqKw3uMSZWQs-~e6tSQWvplDGctQdRZ7IH5kMdlK-dinR7p5PhTSdIXGhxr1Z3GbuHP5p3SXofW17cd~S~rsg8oZkNtUrS5Q__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"Brown","XS;S;M;L;XL",true,3.2,185,"men;apparel;topwear;shirts;brown;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_39988,"Gas Men Europa White Shoes","Comfortable and trendy casual shoes featuring white color, ideal for casual activities.",89,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/33/image/image.jpg?Expires=1758108427&Signature=qyn7RdX12H~m5Qxm5FNgzp~0SMVm1nRakBp7ttLo5l1Jw3td5zlBC3bsbnfaqRdma~7nqzOqVfcKNvAa-nlkD7VW2MYOrAzQ5-zzvy195egiqgkNcItMbm059FZwBoNB4ZcXo4gw5ZCz4bIOC9NQND6c-dQkxS2OOg70JeVJ5InzAETZVPZP9re0g0D9UAiFZhkbazx7iifW~JqJV910SHgo-9mhJcbiBmT0O-HGWyZdNcRhQDZR7WMVwoODWc182-TYImNR01RPGG~jGYuMVzJfJDqDzsXPNYkeuD~-30WiNVbwy6ksXfNdhqWumeoV39LJI6IupfnRBRj2aWpkAw__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Shoes,Fashion Brand,"White","7;8;9;10;11;12",true,4.3,206,"men;footwear;shoes;casual shoes;white;winter;casual",2013-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_18839,"Peter England Men Formal Black Belt","Premium black belts designed for formal occasions during fall.",94,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/40/image/image.jpg?Expires=1758108427&Signature=pD9LATFFhJkqQljeSH8YugTrPNRWEsz01Fa26AIZbJRctXW5NT1-c74-NrNQ85soeD6jIF0dC0UU4sRM8deJmYYosv8h66KrzA~S~DaAQZWVcgWWfQSfLVJC2XEPLu36cuO2htPLBPMHM0f0H9J7s1HBIIm7fcLgAXB3Bck2ISqsKdxrRldoGc6aQrVrFBGIGNUjKX9LGFldDM5uDngh9YQwk3Hsrvttw2-LlWC5-Rzp3~PEfwUfzxSpbQlSJ-Ka0mGzBlhNIH994LBJUka6Y80qvTaGmfZV-ZS2~nRbZ-Nz-Yez7DUWdy8b-yx-dsaPBsn12GaDElK752DeuJe0Ng__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Belts,Peter England,"Black","One Size",false,3.3,107,"men;accessories;belts;black;fall;formal",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_23278,"Maxima Ssteele Men Off White Watch","Stylish watches in off white perfect for winter casual wear.",190,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/42/image/image.jpg?Expires=1758108427&Signature=hzDGNRWSVG5HZ5LigXrYjLpcHleX-zN9KUzYqA19zYWmiLR09Ojma6Vr6nJhsXwnw-tYyK1UhPGNpuhvk7fSGEX7FQplg~63CPmGQ5J4p7n45ceByV2XnKfyT1pJq7K0yrC-tQrWWidRc0H6o1LLmHt1cbVxUTw318TQZ9YIT6CfgHeqe9CnWvHOKthSO~0~SmbQ-hhQRJLwqHdAsVwB3vVQPK6FUDnWQ9MEP82uD1lSTK~b-pFI-D97TZoEXrsOAY6a8EBJKCP~yg-ySIt0a3T5wZvt723mNQwo8oxz2PaYfOFErAuQtM02KWxtWQRf0Em7qaEV1x0A~lRMaaNAHA__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Watches,Fashion Brand,"Off White","One Size",false,4.6,164,"men;accessories;watches;off-white;winter;casual",2015-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
