id,name,description,price,originalPrice,images,category,subcategory,brand,colors,sizes,inStock,rating,reviews,tags,createdAt,updatedAt
hf_9204,"Puma Men Future Cat Remix SF Black Casual Shoes","Premium black casual shoes designed for casual occasions during summer.",38.63,61,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/10/image/image.jpg?Expires=1758108426&Signature=c6291grF3TOvDrSPSQUXCBEHa5FGenvylWbe-s~RN358jt~jueT5aBFpXjSPyIpN2iT4sg7aTqpn2YKdGuSTKWwXny-P~ARZPAQcQuiiDyUbw6BrZvy7lJYmlTTiwUPANuLxziGrLFlbCdrvO6wP4aBQ2fDChKVt1Ldmy0ruUXaK-QUBsbkOJfR1Ysm7~XcqhhZb3tQsLixnu76zkulETXCW1y3ElbmKxajaQh86JdjUHSpw0SSAtR3jb9Lab4VPEO9r-tPzjrSVUgEKypB6Qsvh8b7jX3e9Zzp~rOr1P5DLxmqsYvi1ruMbr43qjkK2vcmMxmZfZmjXN9xIco~d8A__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Shoes,Puma,"Black","7;8;9;10;11;12",true,3.1,205,"men;footwear;shoes;casual shoes;black;summer;casual",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_48123,"Fossil Women Black Huarache Weave Belt","Premium black belts designed for casual occasions during summer.",51.62,84,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/11/image/image.jpg?Expires=1758108426&Signature=vwPBZNuzvjNzxWqpH4yiDm4oj-sXkc8oLrSFX0rZvB4xPi4Fx41~~8s2K~Rbk0Yqx2hF2r3wTGaZwrDmPFJjLyPoSUMYOoAV2UkwpKCdhUL631fo-1aPthe~ped0vIftNVfbWNHp3k5bmcDiz7tPs~bXnA3wPGPjFr7IUmtmkCJdH~P3IaXP9B6oMrnsi7z-6SGs2EwfFj62T5X5qeePZyeVpcUVCI6xcu66MJmonqPNytwL40WeyZCuRHFoMczizYMkEG7jF3~GYzO8vz0FdIK4HfrRTjGjxvZ-RLEj8u~4b5nVc7INMMZdaCOMvT2ao1PSvIHRvpefTuJvaW-lDA__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Belts,Fashion Brand,"Black","One Size",true,4.6,65,"women;accessories;belts;black;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_18653,"Fila Men Cush Flex Black Slippers","Stylish flip flops in black perfect for fall casual wear.",28,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/12/image/image.jpg?Expires=1758108426&Signature=fMkMjt01YeNz18jZz7UqiwffwybJY0Yv3Yaogy9jMOSiw3pLBsEEJ3TklQ8f1sGCP8WlFDArE6P7JFlRBTRTZBh19K5ctAgAjYUFbxxq8tZZWdYgKhR-5-yzIsVl-DMwpZV5MbeMsSnerG7XvgCP3roxQmGrMI5UHHGaoGEGDzlXJTnBC-AAorojcRaP3-KNQjJaXtA~nKXlPSxJGn9hZI~pmSPBbb0mi89YezULCQ7TXGBGJ0v2Z4~0kCG3ORhsfARkudGoNx4NjxhTmqoBkg5UOI5fj6bsG4FbPKqTmmUs233idSE-v5idkCSOiQDHvurySFOixXWyQhwcYkLx1Q__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Flip Flops,Fashion Brand,"Black","7;8;9;10;11;12",true,4.1,104,"men;footwear;flip flops;black;fall;casual",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_47957,"Murcia Women Blue Handbag","Premium blue handbags designed for casual occasions during summer.",57.54,91,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/13/image/image.jpg?Expires=1758108426&Signature=gOpUbMlu3dfBLp3lPs9COLuw-qj~qFZ2tO~xpwkvlKpIsMvwZfpgPHNQNpacCFI45P628G8FuE-URTRZzbW4oRtTaccllRzgEbuvEdSL-zf7D~eKPaHUS2IMpTE2IkYaKsZzm3KZpkvZbIiHP4UhPS-zoXwiZALtooybzfIYihH6cVnTUSa~omloZBpBDOonArj-IjZKYZExMyV29KUAXoHfGo5KSknjRnoKez2UXZjE33PNgJYG2FfijzA-U4Dave--uW4PQxzJgfdag2V9lmlL-CfQAi4OR3E2CYIGXh~Csfsi~yujSNz~0wt1riZ93WDJ2y8YsVnabp2czeFaNQ__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Bags,Fashion Brand,"Blue","One Size",true,4.7,23,"women;accessories;bags;handbags;blue;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_46885,"Ben 10 Boys Navy Blue Slippers","Stylish flip flops in navy blue perfect for fall casual wear.",20,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/14/image/image.jpg?Expires=1758108426&Signature=iiNsB231I0mYNCnQgbhmoi7hxB3QZo8Jz2ltdPQrH-nrpqaiZrJ3qPqW1Biv4E2WEhc-By8La5~PSHmjc2VF8MOpAUdCJxWxtpp97YD~HpJ9NQUC8LiIp4WwfDxcrhjjHSg2LzUhueyYMgzqKjWO14xjlsiZ~dX1SqYgIXQmDrF8cWt2VPjnSLBwyxWcU9ZMoHHzsRlwwjQnb~OH97PofYiMxt~z7TEYHbpmI2zZF2UjtYX0I18jsKMAc2GFLH1a1HL4n37iEEWoUzCs2lq3yjKo0zb~0R5H9TepU3J9Qc5SPecUpV3ZXBxH7W6Qf6mpPIvpmEkh4IZMmaheYspO4w__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Flip Flops,Fashion Brand,"Navy Blue","5;6;7;8;9;10",true,3.7,108,"boys;footwear;flip flops;navy-blue;fall;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_12369,"Reid & Taylor Men Check Purple Shirts","Comfortable and trendy shirts featuring purple color, ideal for formal activities.",57.53,67,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/15/image/image.jpg?Expires=1758108426&Signature=tFLC8dHqwlD3~QLSZ2POXkJHpiVmN0O88AEX3WMRU5b8ux8BCto3bgtBwqUfm1f~1Rn~I953oAjCAAXb80zILxKeij6eBggszixmEZU7FGpLUYoDy4AJmnzsL2kyoD3yGhfNzD96PAKV2q7-TfyP~WgI2ZnO97pDrxXDP1lb8PYYKFoFJDbcv5JzS6CdGGkaU7de~yY6AtPspySMmhBlxgMNxNgC0GAzSYklPYTIwfP2fDbiReRM5aVoIgCT4xOriPD8-F75CA-bwgCvh1-wY0d3TnkjXVi6u7dbjS3I9vfvCKKSH3bss50Tp03CzLnz6xpPFosTspQMOH9AQNxoKg__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"Purple","XS;S;M;L;XL",true,3.3,59,"men;apparel;topwear;shirts;purple;fall;formal",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_29928,"Police Men Black Dial Watch PL12889JVSB","Premium black watches designed for casual occasions during winter.",114.59,174,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/16/image/image.jpg?Expires=1758108427&Signature=x9nFuTyBoshafzQo9q0B94AWdKD8Q6v5OcYop7o9QWYU7NeqmxZt2rLEjzxvsJFvH3hIj527ai7rmu4c-avdw5igom19213oSH~pz8bJhaRw88Fc2ZF7hyeRJ7cC-oUoV0QBuxDIHB9XSuCT3IGC~NAxakUxhDumqXfQLanmOBU5Zi9LzN-wUn775Hpf9mXDX8hP8ZFKdgo6p3oNlzfsghGPEWzvaqTJHccLIdql8G17Huhc0TzfVESxaiSWyhBsTPUWeLEtRisNuLvDjuY4D5D9dBxGEjSCo-DK9T79v~zUv3WoDGJO-crCk4Rvz594RkfWs1LZJtloyxYGUCTmfg__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Watches,Fashion Brand,"Black","One Size",true,3.5,10,"men;accessories;watches;black;winter;casual",2015-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_42419,"Gini and Jony Girls Knit White Top","Premium white tops designed for casual occasions during summer.",26,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/17/image/image.jpg?Expires=1758108426&Signature=Wte9fIPj6NVV0IOPu2dmKwjCLyLq66LFfDBSSqO49lD1BVvCYl~d0N~BgFz5fv4TT8xhMO4a5KmMBGjbYJxj6NwWBYEGIOUA7fE4fEHxcgV9ldatPnCxFoISjtN2XZshzQiHgYEjtdST4sXHx1b~CxLIWBFCQUV0CxwrcOmtf3g-qTs1~~PEAAKD0mTvUqeENn52P95bM2ROmuRvmlU0A1Qe3GrtRU36TdIkt90OrzOCfVi8IawAqejSlN6FIJDvjUHB6oCdwuFfs1i9tjF2OUS4XTiSbn~Xao61xov4X41UFBi4w51tvXRU527-84HyhmkTkSpmFZIKa9aAFhk6fg__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"White","XS;S;M;L;XL",true,4.2,87,"girls;apparel;topwear;tops;white;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_51832,"Bwitch Beige Full-Coverage Bra BW335","Stylish bra in beige perfect for summer casual wear.",37.75,50,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/18/image/image.jpg?Expires=1758108427&Signature=dOq5CKeNdfN~ECOsHuPiGNmuzjSyTNwjcY7RMi6EDCPeCFQwcsMvIQTRGtGNbDoe~aB3iLZwhG3vt1PV-zLH6jPYF5QLnlWN7DXcmFwZBje0GgaBFW8ww-lqiZq9pAloanhEqvUl8g0oT4eN--AbXqzdA1zpu0dG4DBYpjzL-y38X-cTcyyMOFJEm685fQ2I-XC9kKJUHhBYt-YXAS6tZaN5qayepl5tVnMKgAZWTD3xYdRHA-m9mi1Z-j9cFZaZCoLXCLT2VbvcU3XvpAnOWr1ppMt-etzCXGBS-HR5~JxRXcTOVgu0gbayqc6SlfNPKn8VtYV-t5WMxOeJxlH2Pw__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Innerwear,Fashion Brand,"Beige","XS;S;M;L;XL",true,3.4,205,"women;apparel;innerwear;bra;beige;summer;casual",2015-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_47359,"Baggit Women Brown Handbag","Premium brown handbags designed for casual occasions during summer.",50,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/19/image/image.jpg?Expires=1758108427&Signature=piRqVxcU4z73F15BnHJ1salxfSCHOuxYZyBScN~OGU4eXhAXLalB5MlkGm9KKBZSm7eJJlti~KjDtn39X-PrbR9Y~umk6DZK6f91s97M4ByNXo0PnnN-6f6Vl-wEToSb7kLuLTQsfHsZ9-jgEkeIY8oAbJ95XviTfmWZIUxcKwSDtSjCpHIBPuxR1aJOjRGq4xlEJ~3rXHRb6WjjC7uH2UeJqHSed6p5zPRjWzcF5qwMszKqkqiCqGQhE98uF9kyyyagvs6lm46x36SdZDYDL2VmPxoCbkwesc3sI14dCokXk3WbZHNL4Ah3vRoSws8SXcfHA-f4aim9IcYS6fv~cg__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Bags,Fashion Brand,"Brown","One Size",true,4.8,202,"women;accessories;bags;handbags;brown;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_17429,"CASIO G-Shock Men Black Digital Watch G-7710-1DR G223","Comfortable and trendy watches featuring black color, ideal for casual activities.",147,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/20/image/image.jpg?Expires=1758108427&Signature=sdN4KgzlBhtipYqsxozcHzasPwVUDBJCG~~xGxG~RCycVDGl8vWNVdzUZM-QoBYsfSGpMenvJBEGQVwIMBpYItOF7q1on8k7WAjLTLS490fvuIEfVOuRNHNpo8ftxpSpslASWngxJnDuf-plWf52uPkfD5HytLMuHi7E2~PySoxzTlGTnf4Lc4iAazXUahzS~hzOU2ij95QpD~40czYVkikwV42wNa661YKWqVEEM2zFetGuHXjStcKYxcwHS7~kwb60Fn~t-J4EyFM50pPK554SaI0aM8pN0J56uNXg7gqyU-CNv563tx9fcamwKfDgwOceAaqRKxCNeNmgV9~k6w__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Watches,Fashion Brand,"Black","One Size",true,4.7,73,"men;accessories;watches;black;winter;casual",2015-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_12967,"ADIDAS Men Spry M Black Sandals","Premium black sandals designed for casual occasions during fall.",27,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/21/image/image.jpg?Expires=1758108427&Signature=wA8OXOOgC1za2UC9LL4iwSJfnX5kMifvzPldAEjsFomZuSJEa27KzuUfJOFfI4LyUCJAC40mL0bJO0m15f1eMIcL~1BWfn85LVcaS5qiRMPxDD~B7iIpF2t~w3EN~GJVva9jyVAzTNDdDa5OTLHi4Uwtjl1okynVpuwJ0lRGs02KlNOG6ZCNuzifrQW-kwLmTER8Yo484iq5OtAbqX~dZPY~YcAcNMfNvnxElwlz9BKdXF2Ypoc-ED-1ETM8P7SdBcjp4b4JOTaJiTO1tz900YinYudqTo~Ryn5g46GG7hxf5Us9g5aT9cYfrVA3AzTqwiv~jgWHMYNjP-H02N1sQw__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Sandal,Adidas,"Black","7;8;9;10;11;12",true,3.5,175,"men;footwear;sandal;sandals;black;fall;casual",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_6842,"Timberland Unisex Rubber Sole Brush Shoe Accessories","Premium black shoe accessories designed for casual occasions during summer.",87,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/22/image/image.jpg?Expires=1758108427&Signature=RCTowCc1JEhva4ku89wdQjj1GnSJYDn0DWOutT3JrIXMUW6wy50SL244VbScCyJ90RtKrdKRzgczWKQ-NESk3AexT47rvBa2-4vWKWXj8NWRnFpyb7FpHiqiEUZpr4uBcS-EV3dAXiT0HU59vNEBvO-mRMUCRzdOcnlTLXP4z68wov30zkmSB9tmkO8MFs2zF0tipkccs-5U-TUls8jbgZRYlikceUeeoRHWgpNJd4DbmMgEiO93qx7cJUDzjozaYsCFcdXCGjmfy95KDbUsnu~R4PTqmXHc0Z4mPNiX5ftTqhNysAZAzqBQfUHlMc5d40z0XSemLYMxWrA3ZB1xMQ__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Shoe Accessories,Fashion Brand,"Black","One Size",true,4.2,120,"unisex;accessories;shoe accessories;black;summer;casual",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
