id,name,description,price,originalPrice,images,category,subcategory,brand,colors,sizes,inStock,rating,reviews,tags,createdAt,updatedAt
hf_20099,"Diva Women Embroided Green Kurta","Comfortable and trendy kurtas featuring green color, ideal for ethnic activities.",59.19,66,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/35/image/image.jpg?Expires=1758108427&Signature=jEvAOJQN3EozIFGsHZSqMwgS5BehvgjBvRuJMFQSvyLDnqVjRC45kkrd17tLN01QsRUiSePEc4VQFgND9Jy0VTDH-hRpSDVxMuDIXvaGv~-Q4DNhqAbE~w5-FX8~Fn2C1Nbs8iwIyNPvLLDLjvXWmdSHcnYfRAWhROGXRr8tJD4C0VCBA0xMqH3tvv7Dc7lCM-BLvJKVlHc8cgN2UL4EBFa01uhj8vkJF5OCeHXtZC0073k8dy1HyuaLsnkzmcB7G5zSp46d2B61LHhWHVkRDJGr1KBhpayhkc1MzuDhctNduQRS50xlaS~W2fSVzxzUvziCB0xtRrNDsu5s0YkFQg__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"Green","XS;S;M;L;XL",true,3.8,144,"women;apparel;topwear;kurtas;green;fall;ethnic",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_58183,"Rocky S Women White Handbag","Comfortable and trendy handbags featuring white color, ideal for casual activities.",14.83,24,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/36/image/image.jpg?Expires=1758108427&Signature=H7CIEU1KAbeQwh4yGGLJrv6NnGI39cqjN0omVZcxU9B2d5tDubz4Ox4RRCHOu59mnRZ3nH3FT-uX~wHQLub0eN-Y2xCrxdZDDK3mKTh7WHXsnBH-FhJVHSaSdQOcR63eOxft7gK3UZ2hMkAHPeesGA5Czge0YonKW9UkWppyp4W47c-qmRNYcRhrFYEig4r3778VpdOJZSNVCLwv3SU4fwMRHhSbueqqquIVdHDloA7hjFwBx62zQfIfgvGQQ8XPwxIlbaBxRFpRQlOBbUiYuC2yHeM~K-eJcFM3EZUE9FS6nqfXqwJ6KGDzYX982nSxg6B2Y1Bj39zUJYg5oWBs0Q__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Bags,Fashion Brand,"White","One Size",true,4.6,42,"women;accessories;bags;handbags;white;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_29742,"Kiara Women Teal Handbag","Comfortable and trendy handbags featuring teal color, ideal for casual activities.",84,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/37/image/image.jpg?Expires=1758108427&Signature=XcONEc9Eibk54ube-xlzDAol7pN6soLCJIG7jisZ0t-Y9VqJM62L~P3dRuCg66RFUbyrCw4G6u1QJKhaI1yJ-IeVeeHxGo7qH~6BFPH6JKM-9SFU2lCZBhaebj54Cs3btLhKLNp5rt8WX2pLMcl2iIQrHr-is0xKyb8wFcqsB2CmNCOd5IchydmO5S~rEu7LMr-~wkR~fi4~ndYXr5CqxnH7KI5BS7PL4mV3T4jxbpthCaUJ-8l~L7ZGhoyACl3hO~cJsSpasgo8Fg-P0FslgENRj2y4h5LRAEqFvxcowGiU7K9GdqBuPrW3vMEB6pk5Ione0eQdiLPpY3Hmku-i3A__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Bags,Fashion Brand,"Teal","One Size",true,3.4,200,"women;accessories;bags;handbags;teal;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_51658,"Fossil Women Copper Chronograph Watch CH2589","Premium copper watches designed for casual occasions during winter.",200,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/38/image/image.jpg?Expires=1758108427&Signature=k8cBqEoggVpFEJYf3uUwVNLwWolBK1lRHA9nHiGQstbg9WtkYiMg3q4I6NbjlVV7KOlQS8tL0EvFUIO7BghmyntN8-8i4QSIyGkOye9HRYh~12nGMGda~zefVYq2xfVWbr8-ooi-GQs004vpX6bagGadjQQ0SH2VaFXfDs4PDUwsfosHLBP1SLDP5LcouuwYRnQRIbjopNFKECOE1c8nqxM4nEY2jGKeEGwrJDJIkECQ0PseciHT~s5vCgk598DNya9LcPk1jPUjhh4gjDzq5G9lK23JgQ58WR2VsuUWBWV4r7sr07yyZkx4aJcdJgKFPd0ts0r5B1jBJAMWI3vWhQ__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Watches,Fashion Brand,"Copper","One Size",true,4.5,118,"women;accessories;watches;copper;winter;casual",2015-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_3954,"Jealous 21 Women's Pink T-shirt","Stylish tshirts in pink perfect for summer casual wear.",31,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/39/image/image.jpg?Expires=1758108427&Signature=qPdHX8V72E8WXIB2lafjZsVcUwJgb6kKHqmShz-FAttOwGnk3upORBG7zE15xKl15fYsoLAvMYZBNbDw5YSEPNy~Wzg5B3si7tSaj0M7jqa4t3VgZeXc1aSEkYiKLSOvcW3AdF7u8Q20i5aQVXv1hxLa6UtUZilrZc5SXetAA7KhSVqiWTgr7~aroTHEHroGdxvNEUNPnr3vTeniWPlVxb7kLnUsFtjsQODfwhlf28b9LBXPl~Jer8rZLACnJLGJ9saOp6wPGHNe7NL4GBet9hZC8D-aVGlouBCadMnILG5eak1iFXDR7iDXkorPPvkuJ5VpNlhvOqSNAzdBuC9sPw__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"Pink","XS;S;M;L;XL",true,4.6,57,"women;apparel;topwear;tshirts;pink;summer;casual",2010-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_2886,"Catwalk Women Leather Brown Flats","Comfortable and trendy flats featuring brown color, ideal for casual activities.",48,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/41/image/image.jpg?Expires=1758108427&Signature=IDYdjyqtxCL4sdphXPinUA7qDhXaVQKLGKwcO7C4VydACtoH-Z9fDW03X3EDjNWbFGZtY9YyG7sQVh62aEKpeRP9771zDBvYw0D2JRIVzcIaFMcw7ffqskH8c~bZgDuedWXf6GOdz-X2Cut~5cCujVR-FLN9jxhxCTYoY8swXHDznhoheuXmQ3sGjfqlqbc9oU5LJrJAgYJuLwOTghpPs4ix~D75W1NnalR0gyrWqIkO9iE6vZE0uJGWMYVm6DLYfMN8He5dVFqQ7qAb5DOtOO9g3-dGIG0qTWyXcDgjrJAYc8wo7mPAh3bsyeWP1RYG7YddfjZ7WeqxrFDkykOW-w__&Key-Pair-Id=K3EI6M078Z3AC3",Shoes,Shoes,Fashion Brand,"Brown","5;6;7;8;9;10",true,4.1,156,"women;footwear;shoes;flats;brown;winter;casual",2014-12-31T18:30:00.000Z,2025-09-17T10:28:46.519Z
hf_28690,"W Women Printed Beige Kurta","Premium beige kurtas designed for ethnic occasions during summer.",84.64,96,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/43/image/image.jpg?Expires=1758108427&Signature=m0Y6czgynZ59R~tWx7cv~QMmDd57~~K8A1Xu8H4LgL2Wyx4Xa78MjLPiUJ6r4A0AVIr8h9tF9zNQro8xmc9mI3viPf9qbjfxKlzKgKE2WiqEthSvuWFxDRSMY0lute1U93D07S0v-lepp~6y3CNyR18mHpwo79Joqv542MCwQ2GEaieXBKhES9LOSNuJ8ZLQBmvJGTMgYpvRlyc0Cl1msgFkATVW6lEs7kAZyvXVw5YFG7w0xuE-1m5g0s-pjuCvmxBd4Xv5hXAmOeOOjdkwQEa46Ahte~0VSPVrIOEghbwWkILiKCEcLucEW~Q~t1IQcGR0~SPRRil76oV5UhpUUg__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"Beige","XS;S;M;L;XL",true,3.3,158,"women;apparel;topwear;kurtas;beige;summer;ethnic",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_38402,"Baggit Women Hood Dabang Black Belt","Comfortable and trendy belts featuring black color, ideal for casual activities.",39.36,62,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/49/image/image.jpg?Expires=1758108427&Signature=D4WTehPf40noqa8Ey679xRnieqLCGLCxraG24GGa9e1UHXUF-AfltnLPS0gHL4dWt8mzND-MU9I49HqZovFWNGFpg1yrg9vBef5Y2JASC4CKuSqNZ6cGrxuxlc4sWG6zYu3k~uyja3g443xfmzj6XYhlu8aibQpjkaPYYoeU1TBpFfmeuann1Z~zFq436AdaQpQDVVTqQizcotW1HfnVT7P1Z6g4YBh9-ZqcyP1l4QAiPP1GZreWCmoJSP62895xXCWc2Uqtgm5nx~HArZ0ELZ~THBbILrTZi2gtJdCTjHxjUTAJrsKHJlFqolGB6cC~zXO3yOnDXWAY~02cSPAvOw__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Belts,Fashion Brand,"Black","One Size",true,5,77,"women;accessories;belts;black;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_44984,"Maxima Women White Dial Watch","Premium white watches designed for casual occasions during winter.",160,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/50/image/image.jpg?Expires=1758108427&Signature=M8k8CClQ1eadRKh5hVbKSbCuSgrIYjGj~60TTCGNlAy2zgbNSuj4pdmrcazHpow~u66wmAQpgAOItkhAGx63Py9F4XJE3hLw8tRCYN3eEm~c~NJH0KAZh2XiSt1EfB-sl73g06Q6T1EGXWiOV5pYlqXapcG1l2QN9CgYTCZYpOwPusMIj1kBr7em1V4LZNOws~sB96hZLY3hogT6IBEdsv0wV5hTuyUlRwf-kMmYSteM3h92GWUthHaNoLjdwLgPkDl2hDi0U1uQeW5jUMhWJ8eP6o-lJVoQU3wVaf7-Ek8O8DUw2XEv7PkoFpYQeTaC~Dqwme~2Tc8gp1aWoXNL~A__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Watches,Fashion Brand,"White","One Size",true,4.5,166,"women;accessories;watches;white;winter;casual",2015-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_45856,"Vishudh Women Brown Kurta","Stylish kurtas in brown perfect for summer ethnic wear.",46.56,56,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/52/image/image.jpg?Expires=1758108427&Signature=r2H9Kj9Jjrurw5tIO8VBqvHk18FSm4QIcUuzQX9WpH-dqjHV74c~mVR7WdOxxhPoF9UDor24vYIzKg3u4e3J9mX149CEutMIi3g3OBq5oPBZj2pwd9Sp2FUrCAsMqOoE43WoTgESViAK0FB6Vf9oZ7RNlPSbtzyMDz5jolSHf2Ab5psrEkfDbA6UqbDi51z0R3RanK8xfyF~MA3AMiivfxbw87I-IbuUk7Xy0lxrSfLiF8lyrg259WKxPIF4bFrwHXwZ-HXIh5C1GvDbUH7jkwt15L-3F5sDyrn4-AvQUJfRkWc~1p6ncdD4VskSsrYIsIpX65UEP8T0Y8p-srWW2Q__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Fashion Brand,"Brown","XS;S;M;L;XL",true,3.3,135,"women;apparel;topwear;kurtas;brown;summer;ethnic",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_38630,"Nike Women Purple Polo T-shirt","Stylish tshirts in purple perfect for summer casual wear.",17,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/56/image/image.jpg?Expires=1758108427&Signature=zdFH62s1vjxYWXwmDJphP5ylfgchT18kX3qq0tALkkZyitKVz0RF~862wLl9k6Kl6D46zPx8S-kGTk~gtNrsjf5QLVRqMUzlsISGOJ50aS2GrHupJdKuyIhMFrC2ArFOJBos1AB~MVenUxHldrcfKAycK44aE3QKpj1TiQdKerIC5HZpak41sdIaQZk2GXlL2nPiHKNyV7YNDAQ805t2TOGQR3as~nKqPunyqAWMNVWC~LobcWT6mU3jpSVAU~EpEjTr4-Nr2RpvupajHOjGl6ItI8nTtLcaP2KqD2PQyKF~V6SPG0lj4XERwQdWDnnRSUBn4Ep5s7WRNtPjXAdw6w__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Topwear,Nike,"Purple","XS;S;M;L;XL",true,4.3,154,"women;apparel;topwear;tshirts;purple;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_59607,"FNF Pink & Grey Wedding Collection Sari","Comfortable and trendy sarees featuring grey color, ideal for ethnic activities.",57,,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/60/image/image.jpg?Expires=1758108427&Signature=ocX4XTfYqhd494zVDjXKFb29oeOCE6RRN3ITeUebH5O~OUFjZP~V0D4Xy43rXrv7oUuAE8kr6leEZ4V6qdZQcvBAOcE0oJtIFyvu6xrCJ0Y4tvPyjR2LWeSJTmMZ0dz-KCiyGP3dt6gq~xjouJa8VzE4k35eocgRbz4zMnsfNU~a~4uox1M8CFRq~7wrqqgu0RgXECXtxl7DDJo-GGtSXp11bAd62MjGPJ40cR8WF-6DZb5NyoT2UNbsj4cbZxRB468cwwUGtm1b5LJmtxz1CXEpGsVwlCiX6JAyxeF5iWlVS9FmBJSLX0BfO6jBAXOAz-G5wzFEL~sGQgaFXKV1yQ__&Key-Pair-Id=K3EI6M078Z3AC3",Clothing,Saree,Fashion Brand,"Grey","XS;S;M;L;XL",false,4.8,21,"women;apparel;saree;sarees;grey;fall;ethnic",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
hf_42841,"French Connection Women Beige Handbag","Premium beige handbags designed for casual occasions during summer.",41.01,61,"https://datasets-server.huggingface.co/cached-assets/ashraq/fashion-product-images-small/--/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/--/default/train/63/image/image.jpg?Expires=1758108427&Signature=brDBHOaB3mdNry9bf12-YpMX47BwPBRlyF2SDXDFpOeWizMWmTEYjUi7W2lxhMhKjPuFiCC2IER5N7gXPNDC4RhAmEq7bojoO099MzIVBwr9xhcpo70k-azcEJ~1MCzGkLLDB-wm6wNFwSdhaeJCSG~IFMsLecdrqgzITFfT0xD5rEPMaYoJp5nkYElBlw-KMQWZIDNST2y7tbEvWz9gjR2ZSdAzAhBIWYkfRBiU5Hpsxoq~qWBdAZXxgQXyFeBorM1Ymc0GIt7nJlVBPuoFRJlejAgjOdagMXdHdJA37Nqxub6lHJd3XzbGk3DOMAL-k4zD32-NtcCzwyw-Hu9dsg__&Key-Pair-Id=K3EI6M078Z3AC3",Accessories,Bags,Fashion Brand,"Beige","One Size",false,4,142,"women;accessories;bags;handbags;beige;summer;casual",2011-12-31T18:30:00.000Z,2025-09-17T10:28:46.520Z
